name,latitude,longitude,address,rating,review
Plaosan Temple,-7.7407807,110.5046772,"Jl. Candi Plaosan, Plaosan Lor, Bugisan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454, Indonesia",4.6,"Most of the people coming to Yogyakarta visit Prambanan and Borobudur, but ignore this little gem nearby. Its absolutely beautiful small temple complex. Two big structures are still standing tall, whereas other smaller ones are in ruins. But the magnificence of the temple will blow you away. A must visit site which is not very far from the Prambanan complex. - The temple is one of the crowdless one near to Prambanan. It looks similar in co struction but very less crowded.
The idols at the places are missing and renovation works are still happening. The place looks like a remain of an olden hindu temple which would have been a really big place of worship.
The entry fee is 50k for foreigners and 20k for locals.
Compared to spending more at Prambanan, i would suggest visiting this temple. - If you already been to Prambanan, you should try Candi Plaosan. It''s not very big neither small temple who has been damaged by earthquake, but still most important parts of the temple are standing. - Good value for money.  Its the only temple we''ve been to that we were allowed to enter.  There were helpful photo/tour guides who arent pushy and were very helpful. - A beautiful 9th century temple complex surrounded by serene landscape of paddy field. The place is clean and not crowded.

The best time to visit this temple are either in the morning or in the afternoon around 3pm-5pm (it closed on 5pm).
Unfortunately, now we can''t enter the 2 main temples (maybe because of the pandemic or for preservation reasons).

Don''t miss the beautiful carvings of decorative motifs, heavenly beings, and the bodhisattvas. In the northern part of the compound there''s a mandapa (open air temple, used to be a pavilion) with statues of Buddha and Bodhisattva. You can also explore the surround perwara temples, where you can stroll through the narrow alleys and find some hidden photo spot."
Candi Pringtali,-7.7106853,110.160298,"75Q6+P4F, Pringtali, Kebonharjo, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673, Indonesia",4.3,"Lost in here when looking someplace - I like the surroundings - Awesome and beautiful scenery - Its a temple - It''s good to have to explore the forest first. the road has a narrow section, up and down turns, tucked into the middle of the forest, bamboo trees, rivers. unfortunately it is not well maintained, some parts of the temple are mossy."
Candi Klodangan,-7.8127365,110.42623,"5CPG+WF5, Klodongan, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",4.1,"Religion: Unknown.
Main features: Organic compound; staggered square.
State of preservation: Only the base of the temple is still standing.
Description: This site, in a poor state of preservation, has partly been excavated. It was made of at least two structures, a temple and a rectangular building (now disappeared).
The temple was composed of a square base (8.75m x 8.75m) and a staggered square body (6.50m x 6.50m). Although its orientation is unknown (east or west), its axis is SE-NW and 6-7° from magnetic north.
The rectangular structure, may be some kind of pendopo, was located 25m south of the temple.71 It was roughly 4m (east-west) x 6m (north-south).72 As the square temple, the building axis is SE-NW, but it is more than 10° from magnetic north. - Don''t think this site have significant influence - Just like some piles of stones - it''s a treasure - This Klodangan Temple was found by residents buried in the ground in the rice field area and behind the house building. Access to the temple is quite difficult because it has to pass through the rice fields."
Candi Plembutan,-7.9581899,110.5506476,"2HR2+P7C, Ngasem Utara, Plembutan, Kec. Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55861, Indonesia",4.2,
Patok Temple,-7.7520169,110.4918043,"6FXR+5PV, Taman Wisata Candi Prambanan, Jl. Klaten-Jogja, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572, Indonesia",4.3,"Nice view - Ok, historical place - 👍🏻👍🏻👍🏻👍🏻 - I like this - The temple is well maintained and the supporting facilities are very good.
The bathroom is clean and well maintained.
There is also an adequate prayer room.
The parking area is very spacious. Undercover motorbike parking.

When leaving the temple area to the parking location, you will be directed past stalls and souvenir traders."
Candi Dawangsari,-7.7740888,110.4975261,"6FGX+926 Dawang Sari, Dowang Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Jawa Tengah 55572, Indonesia",4.4,"Its not dawangsari actually, it is barong temple near dawangsari statue. You can bicycling from prambanan temple, going up to spot riyadi finished at barong temple or continue to breksi cliff. - Small in restauration - The temple is only ruins.
This temple is unique ... it resembles a circle shape and its stupa is like bigben
The location is also near the more famous Barong temple - The Dawangsari Temple complex is to the north of Barong Temple, close together. Compared to other temples, the Dawangsari site is not perfect. Looks like it''s still in the process of being renovated. But actually this site is unique, from the shape, a lot of circular structures. Not suitable for family vacations, but for private holidays who really like archeology and cultural tourism objects, it''s suitable - Named the monastery because there is a stupa building. It has not been reconstructed properly because the local government is still concerned about the reconstruction of the Barong temple.

Judging from the distribution of rocks, this temple complex is quite extensive

Hopefully in the future the local government can complete the reconstruction of the temple so that the younger generation can enjoy the relics of their ancestors"
Candi Kadisoka,-7.7552563,110.4458007,"6CVW+V8W, Banjeng KadisokaKadisoko, Purwomartani, Kalasan, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia",5,"Religion: Unknown.
Main feature: Single temple; facing west.
State of preservation: Only the base remains.
Description: This huge temple has not been entirely excavated yet and only part of it is visible. It faces west and was covered by 3m of volcanic mud.
The sanctuary was left unfinished: only five layers of the base were built. It measures 6,90m north south and 6,40m east west. The temple is not perfectly orientated around the cardinal points (the difference is approximately 10°).
Miscellaneous archaeological finds:
The temple pit was excavated in February 2001. At its bottom were found small semi-precious stones, fragments of gold and a square deposit box (peripih). The box contained, together with earth, a gold plaque carved with an opened lotus flower (Laporan pengankatan Kadisoka 2001). - When I came it was closed. Need to contact the guard first. This temple was just discovered on the east side. The area is like a small garden. Access to the temple from the north, enter from the fish pond. This temple is located between a pond and rice fields. - Kadisoka Temple which is located in rice fields and surrounded by many ponds. The temple that looks part of the temple building is precisely on the east side of the building. It''s a shame that the full shape of the temple is not yet known. Make friends who. curious to see the temple please come visit there. - It is a small temple located in the Kadisoka area. Located not far from the highway. The temple is in the middle of the fish pond area - A small temple that is difficult to access, only by motorcycle or bicycle. Visitors can only see the temple from outside the fence by following the path around the fence. There are no reliefs and details of the temple that appear from outside the fence. Not recommended to be visited unless you are really history lovers."
Candi Dengok,-8.009925,110.607958,"XJR5+25P, Dengok Lor, Pacarejo, Semanu, Gunung Kidul Regency, Special Region of Yogyakarta 55893, Indonesia",4,"Religion: Unknown.
Main features: Single temple.
State of preservation: Mound.
Description: Candi Dengok is now low mound. Dozens of stone are found around the site, some of them possibly in situ. Fragments of mouldings and of crowning pieces are visible. A small trident-shape stone is also found here.
Sculptures: 4 fragments of sculptures are still visible on the site: three lower parts of seated human figure and a female head and torso. - Ok - Dengok Temple is located in the hamlet of Dengok Lor, km of Ayahejo Village, Semanu District, Gunungkidul Regency, Special Region of Yogyakarta.

Seeing its current condition, Dengok Temple is now only a temple ruin and all the temple rocks are scattered everywhere.
Almost level with the ground.

Right in the middle of the temple body grows a large tree which (maybe) is sacred because there are still offerings.
The roots of these trees penetrated between the temple rocks scattered around the Dengok Temple.
This tree is fenced and given a white cloth.

There are several findings of statues and phallus.

There is an information board regarding the Dengok Temple.
There is parking for motorbikes. Cars can still be parked.
The location is in the middle of a residential village. The accessibility of the road to Dengok Temple is easy enough to pass even though the road is a little damaged.

Along the way there are many trees that are very shady, large and lush. The atmosphere is very cool. Very nice to be alone without any noise.

Entrance to the Dengok Temple is free. - Candi Dengok ; Wonosari Most of the ruins are still buried in the ground and trees are growing on top of the ruins. ""It must have been untouched since it was first discovered."" . ""Will you really be able to see my splendid figure @ 205?"" - Dengok temple is famous in the village of girlfriends, sub-district Semanu Gunungkidul. This site no longer resembles a temple, only the temple stones are scattered on the ground, surrounding a large tree.

It is not too difficult to find this temple even though it is located in a residential area of ​​​​the villagers.

Although it doesn''t resemble a temple, lovers of historical and cultural tourism can make this place one of the attractions that need to be visited."
Candi Gembirowati,-8.0162486,110.3400034,"X8MR+G22, Watu Gajah, Girijati, Kec. Purwosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872, Indonesia",4.4,"Hidden historical site in Bantul, Yogyakarta.
You can sit under the ""santang"" orange tree and enjoy the view.
There is giant trees behind this site, looks amazing. - Very beautiful temple. With small waterfall behind temple - The old temple on southern of thousands hills of Yogyakarta Regency. - Need some attention...good places - Hidden gem of Parangtritis."
Candi Bugisan - Situs arkeologi,-7.7413689,110.4828141,"7F5M+F44, Tamanan, Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia",0,
Vishnu Temple,-7.7516059,110.4912155,"6FXR+9F4, Taman Wisata Candi Prambanan, Jl. Candi Sewu, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572, Indonesia",4.6,"Vishnu Temple is one of the temples in the Prambanan Temple complex.

The temple is a historical place that contains various stories in it. You can see the details of each existing temple firsthand.

Keep in mind that as a tourist, you still have to obey the signs that are in various areas in the temple area to help take care of it.

*This photo was taken in 2019 - ‼️World Biggest ‼️
🕉️ Hindunism 🕉️
🛕 Temple 🛕

Very beautiful ,and Amazing place of the world 👍

The three biggest temples, called Trimurti (“three forms”), are dedicated to the three
Hindu God-

Shiva the Destroyer

Vishnu the Keeper

Brahma the Creator

Travel Guides to Indonesia

We used Lonely Planet`s Indonesia book on our travels around Indonesia and Bali. It was great!

1) 𝐒𝐡𝐢𝐯𝐚 𝐓𝐫𝐦𝐩𝐥𝐞 :-

The Candi Shiva Mahadeva temple, dedicated to Shiva, is not only the largest of the temples of Prambanan but also the finest. The main spire is incredibly aroun 40-5 m high and its stones are beautifully carved.
The Shiva temple contains five chambers, four small chambers in every cardinal direction, and one bigger main chamber in the central part of the temple.
Its base is decorated with small lions flanked by kalpatura (trees of heaven), as well as stylized half-human and half-bird kinnara (heavenly beings). Aren`t they  𝐯𝐞𝐫𝐲 𝐛𝐞𝐚𝐮𝐭𝐢𝐟𝐮𝐥?

2) 𝐕𝐢𝐬𝐡𝐧𝐮 𝐓𝐞𝐦𝐩𝐥𝐞 :-
The Candi Vishnu temple is smaller than the impressive Shiva Mahadeva temple and sits just north of it, reaching around 30-40 m in height. Of course, we had to walk the steep stairs up to the top plateau. And it was totally worth the climb as the temple is magnificent containing reliefs telling the story of Lord Krishna who is the hero of the Mahabharata story.

The most impressive part of this temple is, in my opinion, the statue of a four-armed Vishnu the Preserver in the inner chamber. It is so really big and beautifully carved.

3)𝐁𝐫𝐚𝐡𝐦𝐚 𝐓𝐞𝐦𝐩𝐥𝐞:-

This temple is the twin temple of Candi Vishnu, as they are exactly similar! It is situated just south of the big Candi Shiva Mahadeva temple, so the two twin temples make a nice symmetric scene.

When you enter this temple, look up and admire the spectacular “monster mouth” doorway, which is beautiful.

𝐎𝐭𝐡𝐞𝐫 𝐏𝐥𝐚𝐜𝐞 :-

Nandi temple – Contains a statue of bull Nandi belonging to Shiva, as well as the statue of Chandra the god of the moon, and Surya the god of the sun. Chandra stands on his carriage pulled by 10 horses, and the statue of Surya is also standing on a carriage pulled by 7 horses.

Hamsa/ Angsa temple –  Contains no statue, but it probably once housed a statue of the sacred swan Hamsa for the god Brahma.

Garuda temple – Neither this temple contains a statue. Probably this temple once contained the statue of kite Garuda belonging to god Vishnu. Garuda holds an important role for Indonesia, as it serves as the national symbol of Indonesia, and also as the name of the airline Garuda Indonesia.

When you enter this temple, look up and admire the spectacular “monster mouth” doorway, which is beautiful.

Prambanan is the biggest and most complete remains of Java`s period of Hindu culture, built in the middle of the 9th century AD, around 50 years later than Borobudur. Little is known about its early history, but it is believed that it was built by king Rakai Pikatan to mark the return of a Hindu dynasty in Java after decades of Buddhism. Prambanan was completely in ruins for years until 1937 when the reconstruction started,  and it is still far from complete.

Even though Prambanan is a big tourist sight, it was peaceful and not too crowded when we visited. We could easily walk around the complex and take in its atmosphere. Prambanan is much more relaxed than Borobodur, here we were left alone and not hunted down by Indonesian wanting to take selfies with us. - Vishunu is a Hindu God as ""the Preserver.""
One of the trinity of supreme divinity in Hinduism.
In Vaishnavism, Vishnu is the supreme being who creates, protects, and transforms the universe.
Vishnu iconography shows him with dark blue, blue-gray or black colored skin, and as a well dressed jeweled man.
*learning for myself - The panels depict the life of Hindu god Krishna. Fortunately it also gives a fascinating picture of life in Java about 1200 years back.
Invaluable! - The beautiful hindhu Vishnu temple"
Ijo Temple Wooden Mosque,-7.7847011,110.5128635,"Nglengkong, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572, Indonesia",4.4,"The view is amazing - Good place in silent harmony - One of the tallest temples in Indonesia. The view that is presented is very beautiful, especially at night....... Adi Sucipto Airport can be seen from here......

Apart from the temple, in the parking lot there is also the Ijo Slope, a place that can offer views of the city, if you come here it is suitable at night so you can see the sparkling city lights. And when I came here alone on a Saturday night at 9 pm...... There was no one to look after it so it was free :v - A place to rest for a while when riding here / through here but it''s a shame the toilets are often locked... The mosque is small, it can only fit about 40 people. Parking is also small. - A comfortable, clean place with a beautiful view and cool air"
"Candi ""REDJO""",-7.9742112,110.5644164,"2HF7+WV9, Semenrejo, Pulutan, Wonosari, Gunung Kidul Regency, Special Region of Yogyakarta 55851, Indonesia",0,
Sanggar Candi Sapta Rengga Yogyakarta,-7.8055147,110.3761337,"59VG+QFR, Wirogunan, Mergangsan, Yogyakarta City, Special Region of Yogyakarta 55151, Indonesia",4.6,"The best place for meditation - Place of worship & center for the development of the teachings of sapta dharma - A place of worship for the spiritual teachings of Sapta Darma. If you want to learn/just want to know about this teaching, you can come here. There are picket officers who are always on standby and can be asked for information about this teaching.
""Explore the feeling that pervades your whole body (your original personality)""
Sane - Center for the development of spiritual teachings of Sapta Darma. Greetings sane..! - Excuse me, is there a contact I can call or not?
I want to join Sapta Dharma spirituality"
Gentong Mountain,-7.8594444,110.5708333,"Gentong Mountain, Manggung, Ngalang, Gedang Sari, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",4.5,"The view is good but the way to get there is still poor. - During the pandemic, come here alone. Nyepeda. the incline to the extraordinary teppe makes kewer. Quiet atmosphere. Climb up over the edge of the mountain. up to the top how come you get a dead end. Confused about which way to go up and finally down... Didn''t reach the top... Wkwkwk... ... The toilet was dirty, the water didn''t turn on. There is no parking attendant. I just took my bike at the shop next door... - Perfect for viewing the sunset in summer - Nice location... There aren''t many visitors yet, it''s still clean too. The view is great from above. Coincidentally, the last time there were only three of them where they got stuck in the rain above..
You can camp here too...
It''s just that the terrain taken is also a little extreme. - Great. well maintained. It''s been managed well. Still quiet. Through a new path. Pretty high. Lots of fog. Cool. The parking is good. There is a toilet. Inexpensive. It''s only 8 bucks. It''s a good place"
Gunung Moyeng,-7.7502778,110.1788889,"Gunung Moyeng, Sekaro, Giripurwo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.1,"Beautiful - Nice place view near the house - cool place to see the sunrise.. - It''s cool I swear
Close to limestone
No ticket
It''s a shame I just put the motorbike on the side of the road, I''m confused where to put it
If it is developed into a cool night tour, it''s okay for camping too - If there is a government that builds facilities, that''s cool... The place is quite good to see the beauty of the view of Nanggulan and its surroundings."
Gunung Mbothok,-7.7244779,110.1356579,"74GP+673, Jl. Tegalsari, Tegal Sari, Purwosari, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",4,"a comfortable place on one of the peaks of the Menoreh mountains, which presents a beautiful mountain atmosphere, the air is fresh, the nuances of the countryside make us feel more relaxed, the mountainous nature makes this place feel cool, the residents are also quite friendly, making us feel comfortable and at home if you are in this place"
Gunung Sempu,-7.8330556,110.3355556,"Gunung Sempu, Kembaran, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.5,"my father final destination. - Ok - Environment: quiet and comfortable with fresh air! A suitable place to pray as expected for brothers and sisters who believe in Christianity.

Special locations in Mount Sempu Maria Cave include: a large cross made of logs, a Marian grotto made of several ''selected'' white crystal stones, and Our Lady holding the body of Jesus Christ in a pendapa against a background using Javanese letters.

For those who wish to attend Holy Mass at this pilgrimage church, there is a schedule regarding the time of activity. The location of the church is to the right of the Maria Cave. (Yogyakarta, 30 December 2016) - Good bye papah.. I miss you so much dad.. Ya Allah, please convey my prayers even though we have different beliefs.. 😭 - The largest cemetery complex in Southeast Asia, if you want to see a video of a night walk there, just check the upnormalactivity YouTube channel"
Gunung Agung,-7.8197222,110.0622222,"Gunung Agung, Plampang I, Kalirejo, Kokap, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",3.8,"One of the tours in the Kalorejo Village, for tourists who love nature tourism, please stop by - The charm is still very natural, how virgin, how easy can it be, it can be more organized, so many visitors - A cool place to cool off away from the hustle and bustle of city life. The scenery is quite beautiful, it''s just that it''s poorly managed. - The place is cool, the air is clean, 😂😂😂 - 👍👍👍👍👍"
Maritime Museum - Jogja,-7.8011303,110.3493043,"Jl. R. E. Martadinata No.69, Wirobrajan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182, Indonesia",4.4,"Although the small size it has, the museum is a great place for public to know more about the maritime history especially in Indonesia.
Located in front of a hotel, the shape of the front of a big ship is hard to miss from the traffic. You must pay for IDR 2.000 for entry and write on the guestbook. The first floor of the exhibition building contains mementos from other countries gifted towards the Indonesian maritime. Make sure you don''t miss any single shelf since each country has their own unique items.
Then you will go to the second floor which has more of Indonesian maritime stuffs being displayed with a little bit of foreign items, too.
After that, the museum staff will ask you to come to the ''ship'' building nearby the exhibition building. You will go to the second floor where you can enter a small bridge (the commando room). The last stop would be a small theater room below the bridge. You will watch a short movie about the history of Indonesian maritime. Don''t miss the movie since it is very good (disclosure: the movie is in Bahasa) - Great place to teach the children about the maritime of Indonesia. It''s cheap and clean. - for only IDR 2K for the admission ticket, this museum is small indeed. there is a two-story building with seemingly private collection of documents, warship and navy boat models, statues, insignias, etc. it also lacks of lighting (it was turned off even when we come visiting the room). probably the most interesting part is only the ship bridge which contains ship''s wheel, maps cabinet, electronic instruments, etc. you could take nice instagram picture here. - While named as Maritime Museum (Museum Maritime), most of this museum collection is Indonesian Navy paraphernalia. This should not surprise you if you know that the founder of this museum is an Indonesian Navy Officer.

Coming to this museum we are greeted by a naval gun turret. Behind the gun is a mock ship bridge, in fact the lay out of the whole building looks like ship if seen from afar.

As mentioned above, you would find Indonesian Navy paraphernalia such as uniform, officer sword, and rank badge/epsulette. It would be fascinating to kids who loves all thing military. Of course you could buy some stuff in this museum.

The mock bridge is equipped with real ship control and gauges, so get your fantasy & imagination going! You could try to be a siipper here! - Little museum - 30 mins max - only if you''re a fan of the subject, otherwise spend time elsewhere..."
Kekayon Museum,-7.8145939,110.4130604,"Jl. Jogja-Wonosari Km 7 No 277, Kalangan, Baturetno, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55197, Indonesia",4.2,"I think this is one of the best museum in Yogyakarta. So rare. They have many collections of wayang puppets years by years and any materials. I learnt something new too, that head position and colors of the wayang have many meanings. The outside of the museum also awesome and oldies, you could find many collections of old cars also some statues around. Bad thing that happened to me -- I got bitten by mosquitos😫😫 So you have to wear long sleeves/long pants or just put autan all over your body😂😂 - So, I''ve been here one time to do a mini research with my friends. My first impression of this museum was the lush atmosphere from the garden full of different kind of trees (it''s nice). This is a private museum owned by a university professor (now it''s managed by his son). The collections are all about wayang or traditional puppet. They have so many wayang even some which came from other countries. The collections are definitely amazing but the management is bad. The building is not well treated (there should be good lighting, air conditioner and cctv). The collections are also not well treated (they don''t have curator). Outside of the museum there are a lot of unused cars that makes the surrounding look dirty (the cars belong to the son of the owner). - Good olace for educational purpose avout puppets especially Javanese puppets. You can learn here with good atmosphere :)) - Verry verry interesting, there is full 100 kurawas wayang''dolls. But maybe little help for guide or books about the story about ramayana,mahabarata,menak ,suluh  make better this place. 8 Jan22 i ve visit kekayon for telling my child about the great Ramayana & Mahabharata,but its ok, i hope the 2nd visit will be better - Such an interesting venue, you can find here any old rusted car for your photographic things"
Museum Perjuangan,-7.8165661,110.3718738,"Jl. Kolonel Sugiyono No.24, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153, Indonesia",4.5,"the essential meaning of establishing museum is to commemorate and appreciate the history. Museum Perjuangan is one of museums in Yogyakarta that manages by government. Unfortunately the existing of this museum has not optimlized yet. It would be more lively if there is any event that supports to develop this museum more exist. - Musium perjuangan brontokusuman

The Museum Perjuangan Brontokusuman is a museum located in Yogyakarta, Indonesia. It is dedicated to the history of the Indonesian struggle for independence against Dutch colonial rule.
The museum is named after the Brontokusuman neighborhood in Yogyakarta, which played an important role in the struggle for independence. The building that houses the museum was originally a Dutch colonial-era military barracks, which was used by Indonesian independence fighters during the struggle.
Inside the museum, visitors can see various artifacts, documents, photographs, and other materials related to the independence struggle. There are also dioramas depicting key events in the struggle, such as the Battle of Surabaya and the Proclamation of Independence.
The Museum Perjuangan Brontokusuman is an important cultural institution that preserves the history and heritage of Indonesia''s struggle for independence. It is open to the public and provides educational resources and opportunities for visitors to learn about this important period in Indonesian history. - This museum is in front of my aunt''s house - This museum has the information about Indonesia''s heroes. :) - hystorical place, some people doing exercise"
Museum of Dewantara Kirti Griya,-7.8054366,110.37843,"Jl. Taman Siswa No.31, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151, Indonesia",4.6,"It''s a legacy of Ki Hadjar Dewantara. The Father of Indonesian Education.
Actually when you feel the ambience of this place, you will find a unique, mature, high spirited, wise and youthful aura. Never under estimate this place without knowing, experiencing, and come in person. There are stories, so packed and dense you will cry. - This museum is Ki Hajar Dewantara''s house in Yogyakarta. Consist of furnitures and books of Ki Hajar when he lived in this house. This house has Netherland and Java architect. No need for money to enter the museum, but there is a tip box in the museum. If you come here in group, reservation is needed.
Beside of the house there is a library which has many books collection of Ki Hajar Dewantara. - Full of History Ki Hadjar Dewantara was The First Minister of Education of Indonesia - Free entrance on weekdays and paid IDR 5K on weekends. - Nice place to find more about Ki Hadjar Dewantara. Also the book about teaching method in education that developed by him. Such as ""Sari Swara"" method in teaching, etc."
Museum Keistimewaan DIY,-7.7947471,110.3816687,"Jl. Tunjung Baru No.B-8, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225, Indonesia",5,It''s great if you want to find archives of DIY specials
Gedung Pameran Temporer Museum Sonobudoyo,-7.8019489,110.3645653,"59X7+6RC, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta, Indonesia",0,
Peninggalan Beteng Pangeran Diponegoro,-7.7770035,110.3463682,"68FW+5GX, Kwarasan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55592, Indonesia",0,
Cemeti - Institute for Art and Society,-7.8176311,110.362438,"Jl. DI Panjaitan No.41, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143, Indonesia",4.6,"Came here because I wanted to see contemporary art.  its a cozy place - Beautiful artwork. As well as a photoshoot going on while I was there. It seems like a place not just to view art, but where artists can work. - This place offers a good insight about contemporary art + culture community in Jogja. The building itself was designed by Eko Prawoto. Established in 1988. - been here for ""Museum of The Ordinary Things"" Exibition.
Great concept with great people. - So individualistic, people are definitely more developed here"
UPY Museorium of History,-7.8058906,110.341091,"58VR+JCX, Sonosewu, Ngestiharjo, Kasihan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.8,"Good place to see miniature and replicas of historic importance from many places. - The history laboratory museum at Univ PGRI Yogyakarta contains miniatures of various countries and also various kingdoms and places in Indonesia...
So in general it''s like a google map but in 3 dimensions..
Unfortunately the place is not big enough so if you come here together with many visitors it''s a bit uncomfortable, hopefully in the future there will be a special building for this museum itself..
Besides that, there is no museum in front of the door, so when you come here you are confused about which museum is...
Maybe you can give directions... - Waaawwww.. One of the museums with the most complete and easy-to-understand mockups of ancient civilizations 👍 - Good spacious parking - The most complete History Laboratory Museum in Southeast Asia"
Pasar Beringharjo,-7.7992188,110.3659041,"Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122, Indonesia",4.6,"Traditional market with a lot of fabrik local product called Batik - The place is famous to buy batik.
If you will, you can also find ""hidden"" traditional food here. - Hot and Crowded. Items are quite reasonably priced. - Nice place to buy local clothes, especially batik style. - It''s a better market than it used to, just make sure to bargain hard if you shipped at the ground floor shop. But if you go to 2nd or 3rd floor, th price is fixed."
Ramai Mall Pintu Selatan,-7.7972209,110.3639455,"6937+4H8, Jl. Beskalan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",4.6,"Ok - This was my family''s favorite mall when I was in elementary school, when I was small every time I went to the mall I would come here, now the mall looks very old, and not well maintained, inferior to the new malls in Sleman - During the corona, it was as if I wanted to get scared, aka just go out of business. But now, the atmosphere of this mall is starting to live again - Old school mall in Malioboro
It''s suitable for shopping for anything, from clothes and daily needs, even ready-to-eat items are okay
Computers and cellphones and their accessories are also complete - On the south side of the door, it is quite comfortable on the inside, but on the outside, it really needs renovation."
Super Market Bahan Bangunan & Aksesoris Rumah,-7.7827026,110.3596505,"Jl. Kyai Mojo No.16, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231, Indonesia",4,It''s hard to park if you use a car -  -
Shopping,-7.7932458,110.3663478,"Jl. Malioboro No.52, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213, Indonesia",0,
De compras,-7.8202356,110.3690049,"Jl. Prawirotaman 2 No.629, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153, Indonesia",0,
Yogya Mart,-7.8175766,110.4040825,"Jl. Rajawali, Pelem Mulong, Banguntapan, Kec. Banguntapan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55198, Indonesia",5,"The product is of high quality, full of benefits, many have proven it. Don''t worry, there is a BPOM permit, guaranteed and reliable.. - The product is good, use the prmo again, it''s recommended..... 👍👍👍 - Recommended, joas kaka, success always"
Maliaboro City,-7.7939613,110.3657319,"6948+C79, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271, Indonesia",4.8,"Jalan Malioboro (Javanese: Hanacaraka, , Dalan Malioboro; English: Malioboro Street) is a major shopping street in Yogyakarta, Indonesia; the name is also used more generally for the neighborhood around the street. It lies north-south axis in the line between Yogyakarta Kraton and Mount Merapi. This is in itself is significant to many of the local population, the north–south orientation between the palace and the volcano being of importance.

The street is the centre of Yogyakarta''s largest tourist district surrounded with many hotels, restaurants, and shops nearby. Sidewalks on both sides of the street are crowded with small stalls selling a variety of goods. In the evening several open-air street side restaurants, called lesehan, operate along the street. This is the street of the artists. Street musicians, painters, and other artists exhibit their creations on this road. Less obvious to the tourist, but more for the local population, side streets, lanes and structures that lead on to Malioboro are as important as the street itself. - Malioboro is located in Jogja, the place is very comfortable, beautiful and crowded - The atmosphere at night was really crowded, especially accompanied by the chanting of angklung music which made the atmosphere even more crowded.. -  - "
Mall,-7.7202472,110.3604706,"79H6+W55, Magelang St, Jaran, Tridadi, Sleman, Sleman Regency, Special Region of Yogyakarta 55511, Indonesia",0,
